model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,km/L,km,km/LNorm,kmNorm,gastos-en-km/L,Transmision Automatica,Transmision Manual,Transmision Semi-Automatica
 EcoSport,2018,11500,Manual,19854,Petrol,150.0,54.3,1.0,23,31951.83636,0.2690782953419227,0.1117628515457882,Bajo,0,1,0
 Fiesta,2009,4995,Manual,50000,Petrol,145.0,47.9,1.6,20,80467.0,0.2373637264618434,0.2814618000045034,Bajo,0,1,0
 Mondeo,2007,1495,Manual,127000,Petrol,260.0,37.2,1.8,15,204386.18,0.18434093161546086,0.7149129720114386,Bajo,0,1,0
 Fiesta,2010,4295,Manual,83000,Petrol,145.0,48.7,1.4,20,133575.22,0.24132804757185333,0.46722658800747563,Bajo,0,1,0
 Focus,2012,5495,Manual,73000,Diesel,20.0,67.3,1.6,28,117481.81999999999,0.33349851337958375,0.4109342280065749,Bajo,0,1,0
 Fiesta,2010,3995,Manual,90000,Petrol,145.0,49.6,1.4,21,144840.6,0.24578790882061446,0.5066312400081061,Bajo,0,1,0
 Focus,2008,3495,Manual,73000,Petrol,200.0,42.2,1.6,17,117481.81999999999,0.2091179385530228,0.4109342280065749,Bajo,0,1,0
 Focus,2009,3995,Manual,93000,Petrol,200.0,42.8,1.6,18,149668.62,0.2120911793855302,0.5235189480083763,Bajo,0,1,0
 Focus,2010,3495,Manual,100000,Diesel,30.0,62.8,1.6,26,160934.0,0.311199207135778,0.5629236000090068,Bajo,0,1,0
 Mondeo,2014,5795,Automatic,98000,Diesel,145.0,50.4,2.0,21,157715.32,0.24975222993062438,0.5516651280088266,Bajo,1,0,0
 B-MAX,2013,5000,Manual,70470,Petrol,145.0,47.1,1.4,20,113410.1898,0.23339940535183348,0.396692260926347,Bajo,0,1,0
 Fiesta,2016,7500,Manual,65140,Petrol,0.0,65.7,1.0,27,104832.4076,0.32556987115956393,0.366688433045867,Bajo,0,1,0
 Fiesta,2016,7695,Manual,43680,Diesel,0.0,88.3,1.5,37,70295.9712,0.43756194251734387,0.24588502848393415,Mediano,0,1,0
 S-MAX,2017,11295,Manual,111770,Diesel,125.0,56.5,2.0,24,179875.9318,0.27998017839444994,0.6291797077300668,Bajo,0,1,0
 Kuga,2015,9295,Manual,88650,Diesel,125.0,60.1,2.0,25,142667.991,0.2978196233894945,0.4990317714079845,Bajo,0,1,0
 Fiesta,2012,5995,Manual,43008,Diesel,20.0,68.9,1.4,29,69214.49472,0.34142715559960357,0.24210218189187363,Bajo,0,1,0
 Fiesta,2012,4995,Manual,54700,Diesel,20.0,68.9,1.4,29,88030.898,0.34142715559960357,0.3079192092049267,Bajo,0,1,0
 B-MAX,2013,5895,Manual,35000,Petrol,145.0,47.1,1.4,20,56326.9,0.23339940535183348,0.19702326000315237,Bajo,0,1,0
 Escort,1996,3000,Manual,50000,Petrol,265.0,34.4,1.8,14,80467.0,0.17046580773042613,0.2814618000045034,Bajo,0,1,0
 Focus,2017,12295,Manual,22327,Petrol,145.0,51.4,1.5,21,35931.73418,0.25470763131813673,0.12568395217401093,Bajo,0,1,0
 Focus,2017,12259,Manual,18006,Diesel,145.0,74.3,1.5,31,28977.77604,0.3681863230921705,0.10136002341762175,Bajo,0,1,0
 Focus,2016,9899,Manual,33228,Petrol,20.0,60.1,1.0,25,53475.14952,0.2978196233894945,0.18704825381099277,Bajo,0,1,0
 S-MAX,2016,13379,Manual,65904,Diesel,125.0,56.5,2.0,24,106061.94336,0.27998017839444994,0.3709891693499358,Bajo,0,1,0
 Focus,2016,8299,Manual,44973,Diesel,0.0,83.1,1.5,35,72376.84782,0.41179385530227947,0.2531636306320506,Mediano,0,1,0
 Kuga,2019,16199,Manual,18386,Petrol,145.0,34.4,1.5,14,29589.32524,0.17046580773042613,0.10349913309765597,Bajo,0,1,0
 C-MAX,2016,9999,Manual,17442,Diesel,20.0,68.9,1.5,29,28070.10828,0.34142715559960357,0.09818513431357095,Bajo,0,1,0
 Focus,2018,13439,Manual,5889,Petrol,145.0,57.7,1.0,24,9477.40326,0.2859266600594648,0.033150570804530405,Bajo,0,1,0
 Fiesta,2014,8279,Manual,34600,Petrol,0.0,65.7,1.0,27,55683.164,0.32556987115956393,0.19477156560311631,Bajo,0,1,0
 Fiesta,2014,7199,Manual,20129,Petrol,30.0,54.3,1.2,23,32394.40486,0.2690782953419227,0.11331089144581297,Bajo,0,1,0
 Fiesta,2012,3995,Manual,83000,Diesel,0.0,85.6,1.6,36,133575.22,0.4241823587710604,0.46722658800747563,Mediano,0,1,0
 Focus,2013,6199,Manual,44235,Petrol,20.0,58.9,1.0,25,71189.1549,0.2918731417244797,0.24900925446398411,Bajo,0,1,0
 Fiesta,2015,7759,Manual,18380,Petrol,125.0,54.3,1.2,23,29579.6692,0.2690782953419227,0.10346535768165543,Bajo,0,1,0
 Kuga,2018,15649,Manual,13805,Diesel,145.0,54.3,1.5,23,22216.9387,0.2690782953419227,0.07771160298124338,Bajo,0,1,0
 KA,2014,4689,Manual,51534,Petrol,30.0,57.7,1.2,24,82935.72756,0.2859266600594648,0.29009704802864156,Bajo,0,1,0
 Focus,2018,11799,Manual,20417,Petrol,145.0,60.1,1.0,25,32857.89478,0.2978196233894945,0.11493211141383891,Bajo,0,1,0
 Fiesta,2016,5599,Manual,86046,Diesel,0.0,78.5,1.5,33,138477.26964,0.38899900891972244,0.48437324086375,Bajo,0,1,0
 Focus,2015,7899,Manual,61491,Petrol,20.0,60.1,1.0,25,98959.92594,0.2978196233894945,0.34614735088153836,Bajo,0,1,0
 Fiesta,2013,5879,Manual,51000,Petrol,30.0,54.3,1.2,23,82076.34,0.2690782953419227,0.2870910360045934,Bajo,0,1,0
 Mondeo,2018,14599,Manual,27206,Diesel,145.0,62.8,2.0,26,43783.70404,0.311199207135778,0.15314899461845036,Bajo,0,1,0
 Puma,2002,2195,Manual,108000,Petrol,230.0,38.2,1.7,16,173808.72,0.18929633300297327,0.6079574880097273,Bajo,0,1,0
 Puma,2002,2695,Manual,69000,Petrol,220.0,38.7,1.6,16,111044.46,0.19177403369672943,0.38841728400621467,Bajo,0,1,0
 Focus,2012,6495,Automatic,79000,Petrol,155.0,44.1,1.6,18,127137.86,0.21853320118929634,0.4447096440071153,Bajo,1,0,0
 Galaxy,2005,1995,Manual,114000,Petrol,305.0,28.0,2.3,11,183464.76,0.13875123885034688,0.6417329040102677,Bajo,0,1,0
 Fiesta,2012,3999,Manual,83009,Diesel,20.0,68.9,1.4,29,133589.70406,0.34142715559960357,0.4672772511314764,Bajo,0,1,0
 Focus,2005,675,Manual,121000,Petrol,235.0,39.8,2.0,16,194730.13999999998,0.19722497522299304,0.6811375560108981,Bajo,0,1,0
 Mondeo,2007,1200,Manual,110000,Diesel,200.0,47.9,2.0,20,177027.4,0.2373637264618434,0.6192159600099074,Bajo,0,1,0
 Mondeo,2008,1299,Manual,1,Diesel,200.0,47.9,2.0,20,1.60934,0.2373637264618434,5.629236000090067e-06,Bajo,0,1,0
 Fiesta,2004,950,Manual,74000,Petrol,160.0,45.6,1.2,19,119091.16,0.22596630327056494,0.416563464006665,Bajo,0,1,0
 Fiesta,2015,6990,Manual,52080,Petrol,0.0,65.7,1.0,27,83814.4272,0.32556987115956393,0.2931706108846907,Bajo,0,1,0
 C-MAX,2014,7290,Manual,51168,Petrol,30.0,55.4,1.0,23,82346.70912,0.2745292368681863,0.28803674765260856,Bajo,0,1,0
 Fiesta,2014,8679,Automatic,15749,Petrol,0.0,57.7,1.0,24,25345.49566,0.2859266600594648,0.08865483776541848,Bajo,1,0,0
 Fiesta,2016,7769,Manual,20525,Petrol,0.0,65.7,1.0,27,33031.7035,0.32556987115956393,0.11554006890184865,Bajo,0,1,0
 Fiesta,2016,9299,Manual,30738,Petrol,0.0,65.7,1.0,27,49467.89292,0.32556987115956393,0.17303145617076848,Bajo,0,1,0
 Kuga,2015,13499,Automatic,42583,Diesel,145.0,52.3,2.0,22,68530.52522,0.2591674925668979,0.23970975659183533,Bajo,1,0,0
 Focus,2015,7999,Manual,45395,Diesel,0.0,74.3,1.5,31,73055.9893,0.3681863230921705,0.2555391682240886,Bajo,0,1,0
 Kuga,2015,10995,Manual,41347,Diesel,145.0,54.3,2.0,23,66541.38098,0.2690782953419227,0.23275202089572403,Bajo,0,1,0
 Kuga,2016,12250,Automatic,42746,Diesel,145.0,52.3,2.0,22,68792.84763999999,0.2591674925668979,0.24062732205985,Bajo,1,0,0
 Focus,2013,6699,Manual,29750,Diesel,0.0,76.4,1.6,32,47877.865,0.37859266600594654,0.1674697710026795,Bajo,0,1,0
 Fiesta,2015,7799,Manual,24002,Petrol,30.0,54.3,1.2,23,38627.37868,0.2690782953419227,0.13511292247416182,Bajo,0,1,0
 Focus,2016,8799,Manual,37458,Diesel,0.0,74.3,1.5,31,60282.65772,0.3681863230921705,0.21085992209137375,Bajo,0,1,0
 KA,2019,10000,Manual,5000,Petrol,145.0,47.9,1.2,20,8046.7,0.2373637264618434,0.028146180000450337,Bajo,0,1,0
 Kuga,2019,22500,Manual,5398,Diesel,150.0,37.7,2.0,16,8687.21732,0.18681863230921705,0.030386615928486183,Bajo,0,1,0
 C-MAX,2016,9000,Manual,28136,Diesel,20.0,68.9,1.5,29,45280.39024,0.34142715559960357,0.15838418409853414,Bajo,0,1,0
 Focus,2020,18500,Manual,100,Petrol,145.0,60.1,1.0,25,160.934,0.2978196233894945,0.0005629236000090068,Bajo,0,1,0
 Focus,2007,2995,Manual,63000,Petrol,240.0,39.8,1.8,16,101388.42,0.19722497522299304,0.35464186800567427,Bajo,0,1,0
 KA,2010,3995,Manual,19000,Petrol,30.0,55.4,1.2,23,30577.46,0.2745292368681863,0.10695548400171127,Bajo,0,1,0
 Focus,2016,10250,Manual,29705,Petrol,20.0,60.1,1.0,25,47805.4447,0.2978196233894945,0.16721645538267546,Bajo,0,1,0
 Fiesta,2014,7500,Manual,13220,Petrol,0.0,65.7,1.0,27,21275.4748,0.32556987115956393,0.07441849992119069,Bajo,0,1,0
 Fiesta,2016,12000,Automatic,18323,Petrol,0.0,57.7,1.0,24,29487.93682,0.2859266600594648,0.1031444912296503,Bajo,1,0,0
 Fiesta,2020,16000,Manual,100,Petrol,145.0,58.9,1.0,25,160.934,0.2918731417244797,0.0005629236000090068,Bajo,0,1,0
 EcoSport,2020,17500,Manual,500,Petrol,145.0,53.3,1.0,22,804.67,0.2641228939544103,0.0028146180000450335,Bajo,0,1,0
 S-MAX,2016,17500,Automatic,35000,Diesel,125.0,56.5,2.0,24,56326.9,0.27998017839444994,0.19702326000315237,Bajo,1,0,0
 Fiesta,2016,8500,Manual,22119,Petrol,0.0,65.7,1.0,27,35596.99146,0.32556987115956393,0.12451307108599219,Bajo,0,1,0
 Kuga,2016,13000,Manual,46729,Diesel,125.0,60.1,2.0,25,75202.84886,0.2978196233894945,0.2630485690482088,Bajo,0,1,0
 C-MAX,2014,7000,Manual,33159,Diesel,30.0,61.4,1.6,26,53364.10506,0.3042616451932606,0.18665983652698656,Bajo,0,1,0
 S-MAX,2019,35000,Automatic,3450,Diesel,145.0,51.4,2.0,21,5552.223,0.25470763131813673,0.019420864200310733,Bajo,1,0,0
 Fiesta,2018,10250,Manual,22600,Petrol,145.0,65.7,1.0,27,36371.084,0.32556987115956393,0.12722073360203554,Bajo,0,1,0
 Fiesta,2018,10250,Manual,23022,Petrol,145.0,65.7,1.0,27,37050.22548,0.32556987115956393,0.12959627119407355,Bajo,0,1,0
 Fiesta,2016,8250,Manual,30952,Petrol,0.0,65.7,1.0,27,49812.29168,0.32556987115956393,0.17423611267478778,Bajo,0,1,0
 Mondeo,2012,3495,Manual,151000,Diesel,30.0,65.7,1.6,27,243010.34,0.32556987115956393,0.8500146360136002,Bajo,0,1,0
 KA,2009,2995,Manual,73000,Petrol,30.0,55.4,1.2,23,117481.81999999999,0.2745292368681863,0.4109342280065749,Bajo,0,1,0
 Fiesta,2011,4995,Manual,45000,Petrol,115.0,50.4,1.2,21,72420.3,0.24975222993062438,0.25331562000405305,Bajo,0,1,0
 Ka+,2018,8990,Manual,5000,Petrol,145.0,47.9,1.2,20,8046.7,0.2373637264618434,0.028146180000450337,Bajo,0,1,0
 Galaxy,2013,9290,Manual,67000,Diesel,145.0,49.6,2.0,21,107825.78,0.24578790882061446,0.3771588120060345,Bajo,0,1,0
 Fiesta,2017,11000,Manual,13903,Diesel,0.0,78.5,1.5,33,22374.654019999998,0.38899900891972244,0.0782632681092522,Bajo,0,1,0
 KA,2008,1550,Manual,77000,Petrol,200.0,43.5,1.3,18,123919.18,0.2155599603567889,0.43345117200693517,Bajo,0,1,0
 Galaxy,2008,3995,Manual,174000,Diesel,220.0,44.8,1.8,19,280025.16,0.222001982160555,0.9794870640156716,Bajo,0,1,0
 Focus,2009,1695,Manual,139600,Petrol,145.0,48.7,1.6,20,224663.864,0.24132804757185333,0.7858413456125735,Bajo,0,1,0
 Fiesta,2016,11000,Manual,29812,Petrol,0.0,65.7,1.0,27,47977.64408,0.32556987115956393,0.16781878363468508,Bajo,0,1,0
 S-MAX,2011,5995,Manual,113000,Diesel,200.0,47.1,2.0,20,181855.42,0.23339940535183348,0.6361036680101777,Bajo,0,1,0
 S-MAX,2007,2995,Manual,129000,Diesel,200.0,45.6,1.8,19,207604.86,0.22596630327056494,0.7261714440116187,Bajo,0,1,0
 Focus,2015,5995,Manual,91000,Diesel,20.0,67.3,1.6,28,146449.94,0.33349851337958375,0.5122604760081961,Bajo,0,1,0
 Focus,2017,7495,Manual,78000,Diesel,0.0,74.3,1.5,31,125528.52,0.3681863230921705,0.4390804080070253,Bajo,0,1,0
 Focus,2016,9595,Manual,40000,Diesel,0.0,74.3,1.5,31,64373.6,0.3681863230921705,0.2251694400036027,Bajo,0,1,0
 Focus,2009,3495,Manual,75000,Petrol,200.0,42.2,1.6,17,120700.5,0.2091179385530228,0.4221927000067551,Bajo,0,1,0
 S-MAX,2017,19000,Manual,21787,Diesel,145.0,56.5,2.0,24,35062.69058,0.27998017839444994,0.12264416473396231,Bajo,0,1,0
 Edge,2017,24000,Automatic,26818,Diesel,145.0,47.9,2.0,20,43159.28012,0.2373637264618434,0.15096485105041543,Bajo,1,0,0
 Focus,2017,11250,Manual,41495,Diesel,145.0,74.3,1.5,31,66779.5633,0.3681863230921705,0.23358514782373732,Bajo,0,1,0
 Focus,2019,17650,Manual,768,Petrol,145.0,60.1,1.0,25,1235.97312,0.2978196233894945,0.004323253248069172,Bajo,0,1,0
 Focus,2019,18000,Manual,9500,Petrol,145.0,46.3,1.5,19,15288.73,0.22943508424182357,0.05347774200085564,Bajo,0,1,0
 Fiesta,2012,6495,Manual,36000,Petrol,145.0,48.7,1.4,20,57936.24,0.24132804757185333,0.20265249600324242,Bajo,0,1,0
 Fiesta,2018,10600,Manual,14861,Diesel,145.0,88.3,1.5,37,23916.40174,0.43756194251734387,0.0836560761973385,Mediano,0,1,0
 Fiesta,2014,11000,Manual,34922,Petrol,145.0,47.9,1.6,20,56201.37148,0.2373637264618434,0.19658417959514535,Bajo,0,1,0
 KA,2013,3895,Manual,35708,Petrol,30.0,57.7,1.2,24,57466.31272,0.2859266600594648,0.20100875909121613,Bajo,0,1,0
 Galaxy,2013,9795,Automatic,52100,Diesel,200.0,47.1,2.0,20,83846.614,0.23339940535183348,0.2932831956046925,Bajo,1,0,0
 C-MAX,2009,2995,Manual,87500,Petrol,235.0,39.8,1.8,16,140817.25,0.19722497522299304,0.4925581500078809,Bajo,0,1,0
 Fiesta,2008,2695,Manual,78500,Petrol,145.0,47.1,1.2,20,126333.19,0.23339940535183348,0.4418950260070703,Bajo,0,1,0
 Fiesta,2009,3995,Manual,63400,Petrol,145.0,49.6,1.4,21,102032.156,0.24578790882061446,0.3568935624057103,Bajo,0,1,0
 Fiesta,2015,6395,Manual,42000,Petrol,30.0,54.3,1.2,23,67592.28,0.2690782953419227,0.23642791200378283,Bajo,0,1,0
 Fiesta,2006,2395,Manual,63100,Petrol,160.0,47.1,1.2,20,101549.354,0.23339940535183348,0.3552047916056833,Bajo,0,1,0
 Focus,2003,1695,Manual,89630,Petrol,200.0,40.9,1.6,17,144245.1442,0.20267591674925667,0.5045484226880728,Bajo,0,1,0
 Fiesta,2011,4295,Manual,86440,Petrol,145.0,48.7,1.4,20,139111.3496,0.24132804757185333,0.4865911598477854,Bajo,0,1,0
 Fiesta,2007,2795,Manual,63000,Petrol,145.0,47.1,1.2,20,101388.42,0.23339940535183348,0.35464186800567427,Bajo,0,1,0
 Fusion,2006,2495,Manual,69255,Petrol,200.0,43.5,1.4,18,111454.8417,0.2155599603567889,0.38985273918623764,Bajo,0,1,0
 Kuga,2012,8995,Manual,48049,Diesel,200.0,47.1,2.0,20,77327.17766,0.23339940535183348,0.27047916056832766,Bajo,0,1,0
 Mondeo,2008,3295,Manual,85500,Petrol,300.0,35.8,2.0,15,137598.57,0.17740336967294348,0.4812996780077008,Bajo,0,1,0
 Fiesta,2004,2295,Manual,88936,Petrol,200.0,44.1,1.4,18,143128.26224,0.21853320118929634,0.5006417329040103,Bajo,0,1,0
 Focus,2012,5795,Manual,79094,Petrol,145.0,47.9,1.6,20,127289.13796,0.2373637264618434,0.4452387921911238,Bajo,0,1,0
 Focus,2005,2295,Manual,87530,Petrol,235.0,39.8,2.0,16,140865.5302,0.19722497522299304,0.49272702708788363,Bajo,0,1,0
 Focus,2010,3795,Manual,89520,Petrol,200.0,42.2,1.6,17,144068.1168,0.2091179385530228,0.5039292067280629,Bajo,0,1,0
 Fiesta,2008,2695,Manual,77570,Petrol,145.0,47.1,1.2,20,124836.5038,0.23339940535183348,0.43665983652698653,Bajo,0,1,0
 Focus,2008,2895,Manual,91000,Petrol,195.0,42.1,1.6,17,146449.94,0.20862239841427158,0.5122604760081961,Bajo,0,1,0
 Fiesta,2006,2395,Manual,73370,Petrol,160.0,47.1,1.2,20,118077.2758,0.23339940535183348,0.41301704532660827,Bajo,0,1,0
 Fiesta,2011,4295,Manual,86451,Petrol,145.0,48.7,1.4,20,139129.05234,0.24132804757185333,0.4866530814437864,Bajo,0,1,0
 Focus,2007,2695,Manual,61000,Petrol,200.0,40.4,1.6,17,98169.74,0.2001982160555005,0.3433833960054941,Bajo,0,1,0
 Kuga,2009,6295,Manual,54094,Diesel,235.0,44.1,2.0,18,87055.63796,0.21853320118929634,0.3045078921888721,Bajo,0,1,0
 Kuga,2009,4995,Manual,91770,Diesel,235.0,44.1,2.0,18,147689.1318,0.21853320118929634,0.5165949877282655,Bajo,0,1,0
 Fusion,2008,1895,Manual,105000,Petrol,200.0,42.8,1.6,18,168980.7,0.2120911793855302,0.5910697800094571,Bajo,0,1,0
 Fiesta,2019,18949,Automatic,6,Petrol,150.0,48.7,1.0,20,9.65604,0.24132804757185333,3.3775416000540406e-05,Bajo,1,0,0
 Fiesta,2017,9450,Manual,22000,Petrol,150.0,65.7,1.0,27,35405.48,0.32556987115956393,0.12384319200198149,Bajo,0,1,0
 Focus,2016,13651,Automatic,8598,Petrol,150.0,46.3,1.5,19,13837.10532,0.22943508424182357,0.0484001711287744,Bajo,1,0,0
 Focus,2016,9552,Manual,32963,Diesel,0.0,74.3,1.5,31,53048.67442,0.3681863230921705,0.1855565062709689,Bajo,0,1,0
 Kuga,2017,20450,Automatic,14293,Diesel,150.0,54.3,2.0,23,23002.29662,0.2690782953419227,0.08045867014928734,Bajo,1,0,0
 B-MAX,2017,10283,Manual,4880,Petrol,145.0,55.4,1.0,23,7853.5792,0.2745292368681863,0.02747067168043953,Bajo,0,1,0
 Focus,2017,10811,Manual,23881,Petrol,20.0,60.1,1.0,25,38432.64854,0.2978196233894945,0.13443178491815092,Bajo,0,1,0
 KA,2009,2350,Manual,92000,Petrol,30.0,55.4,1.2,23,148059.28,0.2745292368681863,0.5178897120082862,Bajo,0,1,0
 Focus,2011,5750,Manual,35000,Petrol,140.0,47.1,1.6,20,56326.9,0.23339940535183348,0.19702326000315237,Bajo,0,1,0
 EcoSport,2017,10837,Automatic,10113,Petrol,160.0,44.8,1.5,19,16275.25542,0.222001982160555,0.05692846366891085,Bajo,1,0,0
 Focus,2019,19337,Automatic,675,Petrol,145.0,42.8,1.0,18,1086.3045,0.2120911793855302,0.0037997343000607956,Bajo,1,0,0
 Fiesta,2018,12282,Manual,6654,Petrol,145.0,58.9,1.0,25,10708.54836,0.2918731417244797,0.03745693634459931,Bajo,0,1,0
 Grand C-MAX,2017,12450,Manual,10546,Petrol,145.0,54.3,1.0,23,16972.09964,0.2690782953419227,0.05936592285694985,Bajo,0,1,0
 Grand C-MAX,2019,14450,Manual,7570,Petrol,145.0,47.9,1.0,20,12182.7038,0.2373637264618434,0.04261331652068181,Bajo,0,1,0
 Focus,2017,9950,Manual,36590,Petrol,20.0,61.4,1.0,26,58885.7506,0.3042616451932606,0.20597374524329556,Bajo,0,1,0
 KA,2018,8217,Manual,15179,Petrol,150.0,57.7,1.2,24,24428.17186,0.2859266600594648,0.08544617324536713,Bajo,0,1,0
 Mondeo,2011,8950,Automatic,29901,Petrol,265.0,36.7,2.0,15,48120.87534,0.18186323092170467,0.1683197856386931,Bajo,1,0,0
 Fiesta,2017,8950,Manual,19910,Petrol,125.0,54.3,1.2,23,32041.9594,0.2690782953419227,0.11207808876179325,Bajo,0,1,0
 Kuga,2016,10000,Manual,89670,Diesel,125.0,60.1,2.0,25,144309.5178,0.2978196233894945,0.5047735921280764,Bajo,0,1,0
 Kuga,2017,11500,Manual,82240,Diesel,145.0,54.3,2.0,23,132352.1216,0.2690782953419227,0.4629483686474072,Bajo,0,1,0
 Mondeo,2016,10295,Automatic,102370,Hybrid,0.0,67.3,2.0,28,164748.1358,0.33349851337958375,0.5762648893292202,Bajo,1,0,0
 Fiesta,2017,8137,Manual,28903,Petrol,150.0,65.7,1.0,27,46514.75402,0.32556987115956393,0.16270180811060322,Bajo,0,1,0
 Mondeo,2016,8295,Manual,99490,Diesel,30.0,65.7,2.0,27,160113.2366,0.32556987115956393,0.5600526896489608,Bajo,0,1,0
 Fiesta,2017,7695,Manual,36440,Diesel,0.0,78.5,1.5,33,58644.3496,0.38899900891972244,0.20512935984328207,Bajo,0,1,0
 Focus,2014,5500,Manual,75170,Petrol,30.0,56.5,1.0,24,120974.0878,0.27998017839444994,0.42314967012677035,Bajo,0,1,0
 Mondeo,2015,8000,Automatic,109880,Diesel,125.0,58.9,2.0,25,176834.2792,0.2918731417244797,0.6185404516898966,Bajo,1,0,0
 EcoSport,2019,18495,Manual,1350,Petrol,145.0,51.4,1.0,21,2172.609,0.25470763131813673,0.007599468600121591,Bajo,0,1,0
 Fiesta,2019,12099,Manual,1598,Petrol,145.0,58.9,1.0,25,2571.72532,0.2918731417244797,0.008995519128143928,Bajo,0,1,0
 Fiesta,2019,12096,Manual,17,Petrol,145.0,58.9,1.0,25,27.35878,0.2918731417244797,9.569701200153115e-05,Bajo,0,1,0
 Fiesta,2019,12096,Manual,791,Petrol,145.0,58.9,1.0,25,1272.98794,0.2918731417244797,0.0044527256760712435,Bajo,0,1,0
 Fiesta,2017,10103,Manual,14415,Petrol,145.0,65.7,1.0,27,23198.6361,0.32556987115956393,0.08114543694129832,Bajo,0,1,0
 EcoSport,2019,18495,Automatic,25,Petrol,145.0,45.6,1.0,19,40.2335,0.22596630327056494,0.0001407309000022517,Bajo,1,0,0
 EcoSport,2019,18495,Automatic,8,Petrol,145.0,45.6,1.0,19,12.87472,0.22596630327056494,4.503388800072054e-05,Bajo,1,0,0
 Kuga,2019,20495,Manual,50,Diesel,145.0,38.2,2.0,16,80.467,0.18929633300297327,0.0002814618000045034,Bajo,0,1,0
 Kuga,2019,22367,Manual,5200,Diesel,145.0,47.9,2.0,20,8368.568,0.2373637264618434,0.02927202720046835,Bajo,0,1,0
 EcoSport,2019,17994,Manual,2657,Petrol,145.0,51.4,1.0,21,4276.01638,0.25470763131813673,0.014956880052239309,Bajo,0,1,0
 Focus,2019,20993,Manual,1813,Petrol,145.0,49.6,1.0,21,2917.73342,0.24578790882061446,0.010205804868163292,Bajo,0,1,0
 S-MAX,2016,15880,Automatic,46200,Diesel,145.0,52.3,2.0,22,74351.508,0.2591674925668979,0.26007070320416115,Bajo,1,0,0
 S-MAX,2015,16990,Automatic,38000,Petrol,260.0,35.8,2.0,15,61154.92,0.17740336967294348,0.21391096800342255,Bajo,1,0,0
 Focus,2017,8990,Manual,19000,Petrol,20.0,61.4,1.0,26,30577.46,0.3042616451932606,0.10695548400171127,Bajo,0,1,0
 KA,2013,4490,Manual,51000,Petrol,30.0,57.7,1.2,24,82076.34,0.2859266600594648,0.2870910360045934,Bajo,0,1,0
 Fiesta,2019,14175,Manual,13,Petrol,145.0,56.5,1.0,24,20.92142,0.27998017839444994,7.318006800117088e-05,Bajo,0,1,0
 Fiesta,2017,10892,Manual,16301,Petrol,145.0,62.8,1.0,26,26233.85134,0.311199207135778,0.0917621760374682,Bajo,0,1,0
 Focus,2015,6995,Automatic,80208,Petrol,160.0,44.8,1.6,19,129081.94272,0.222001982160555,0.45150976109522417,Bajo,1,0,0
 Focus,2017,9675,Manual,33173,Petrol,20.0,61.4,1.0,26,53386.63582,0.3042616451932606,0.18673864583098781,Bajo,0,1,0
 Fiesta,2017,9275,Manual,13085,Diesel,0.0,78.5,1.5,33,21058.2139,0.38899900891972244,0.07365855306117852,Bajo,0,1,0
 Focus,2013,7495,Manual,51000,Diesel,20.0,67.3,1.6,28,82076.34,0.33349851337958375,0.2870910360045934,Bajo,0,1,0
 Mondeo,2012,7995,Manual,51000,Diesel,145.0,53.3,2.0,22,82076.34,0.2641228939544103,0.2870910360045934,Bajo,0,1,0
 Focus,2012,6995,Manual,36000,Petrol,145.0,47.9,1.6,20,57936.24,0.2373637264618434,0.20265249600324242,Bajo,0,1,0
 Fiesta,2012,5995,Manual,45000,Petrol,125.0,50.4,1.2,21,72420.3,0.24975222993062438,0.25331562000405305,Bajo,0,1,0
 Kuga,2014,10995,Manual,45000,Diesel,145.0,53.3,2.0,22,72420.3,0.2641228939544103,0.25331562000405305,Bajo,0,1,0
 Kuga,2017,15990,Automatic,21845,Petrol,145.0,38.2,1.5,16,35156.0323,0.18929633300297327,0.12297066042196753,Bajo,1,0,0
 Fiesta,2017,10290,Manual,7824,Petrol,145.0,65.7,1.0,27,12591.47616,0.32556987115956393,0.044043142464704685,Bajo,0,1,0
 Fiesta,2016,7290,Manual,54277,Petrol,0.0,65.7,1.0,27,87350.14718,0.32556987115956393,0.3055380423768886,Bajo,0,1,0
 Fiesta,2014,7490,Semi-Auto,39404,Petrol,150.0,47.9,1.6,20,63414.43336,0.2373637264618434,0.22181441534754903,Bajo,0,0,1
 Fiesta,2017,6795,Manual,65290,Diesel,0.0,88.3,1.5,37,105073.8086,0.43756194251734387,0.36753281844588054,Mediano,0,1,0
 Focus,2018,12990,Manual,20000,Petrol,145.0,58.9,1.0,25,32186.8,0.2918731417244797,0.11258472000180135,Bajo,0,1,0
 Fiesta,2014,6698,Manual,38192,Petrol,0.0,65.7,1.0,27,61463.91328,0.32556987115956393,0.21499178131543986,Bajo,0,1,0
 Fiesta,2016,7298,Manual,32688,Diesel,0.0,76.4,1.5,32,52606.10592,0.37859266600594654,0.18400846637094412,Bajo,0,1,0
 Fiesta,2016,7698,Manual,19799,Petrol,125.0,54.3,1.2,23,31863.32266,0.2690782953419227,0.11145324356578325,Bajo,0,1,0
 KA,2011,3698,Manual,66561,Petrol,30.0,57.7,1.2,24,107119.27974,0.2859266600594648,0.374687577401995,Bajo,0,1,0
 Fiesta,2015,5998,Manual,54000,Diesel,0.0,76.4,1.5,32,86904.36,0.37859266600594654,0.30397874400486363,Bajo,0,1,0
